dt,stn,swdown,tair,rainf,rh,wind,saturated_vapor_pressure_hPa,vpd,co2,air_temp_C_2100,air_humidity_%_2100,saturated_vapor_pressure_hPa_2100,VPD_kPa_2100,CO2_mean_ppm_2100,psurf
2018-04-28 02:00:00,RUE,0.0,285.34999999999997,0.0,58.5,1.1,14.21591039,0.591591039,409.92,289.25,58.611,18.3046,0.7576,863.92,101325.0
2018-04-28 02:30:00,,0.0,285.34999999999997,0.0,59.35,1.05,14.21591039,0.581591039,409.92,289.25,59.461,18.3046,0.7420500000000001,863.92,101325.0
2018-04-28 03:00:00,RUE,0.0,285.34999999999997,0.0,60.2,1.0,14.21591039,0.571591039,409.92,289.25,60.311,18.3046,0.7265,863.92,101325.0
2018-04-28 03:30:00,,0.0,285.25,0.0,60.8,0.85,14.12286425,0.557286425,409.92,289.15,60.911,18.18845,0.71105,863.92,101325.0
2018-04-28 04:00:00,RUE,0.0,285.15,0.0,61.4,0.7,14.02981811,0.542981811,409.92,289.04999999999995,61.511,18.0723,0.6956,863.92,101325.0
2018-04-28 04:30:00,,4.0,284.95,0.0,63.150000000000006,0.9,13.84692988,0.509692988,409.92,288.84999999999997,63.261,17.8438,0.65595,863.92,101325.0
2018-04-28 05:00:00,RUE,8.0,284.75,0.0,64.9,1.1,13.66404165,0.476404165,409.92,288.65,65.011,17.6153,0.6163,863.92,101325.0
2018-04-28 05:30:00,,57.0,284.4,0.0,68.4,2.05,13.35404928,0.4204049279999999,409.92,288.29999999999995,68.511,17.22765,0.5438,863.92,101325.0
2018-04-28 06:00:00,RUE,106.0,284.04999999999995,0.0,71.9,3.0,13.04405691,0.364405691,409.92,287.95,72.011,16.84,0.4713,863.92,101325.0
2018-04-28 06:30:00,,181.0,283.9,0.0,73.80000000000001,2.7,12.915033435,0.3415033435,409.92,287.79999999999995,73.911,16.6785,0.4354,863.92,101325.0
2018-04-28 07:00:00,RUE,256.0,283.75,0.0,75.7,2.4,12.78600996,0.318600996,409.92,287.65,75.811,16.517,0.3995,863.92,101325.0
2018-04-28 07:30:00,,347.5,284.2,0.0,74.95,2.25,13.179963605,0.3329963605,409.92,288.09999999999997,75.061,17.00985,0.42455,863.92,101325.0
2018-04-28 08:00:00,RUE,439.0,284.65,0.0,74.2,2.1,13.57391725,0.347391725,409.92,288.54999999999995,74.311,17.5027,0.4496,863.92,101325.0
2018-04-28 08:30:00,,460.5,284.95,0.0,72.9,2.05,13.848256145,0.3748256144999999,409.92,288.84999999999997,73.011,17.845399999999998,0.48205,863.92,101325.0
2018-04-28 09:00:00,RUE,482.0,285.25,0.0,71.6,2.0,14.12259504,0.402259504,409.92,289.15,71.711,18.1881,0.5145,863.92,101325.0
2018-04-28 09:30:00,,563.0,285.75,0.0,70.4,1.55,14.60150713,0.4351507129999999,409.92,289.65,70.511,18.785449999999997,0.55465,863.92,101325.0
2018-04-28 10:00:00,RUE,644.0,286.25,0.0,69.2,1.1,15.08041922,0.468041922,409.92,290.15,69.311,19.3828,0.5948,863.92,101325.0
2018-04-28 10:30:00,,698.0,287.1,0.0,67.55000000000001,1.65,15.960221065,0.5210221065,409.92,291.0,67.661,20.477449999999997,0.6639999999999999,863.92,101325.0
2018-04-28 11:00:00,RUE,752.0,287.95,0.0,65.9,2.2,16.84002291,0.574002291,409.92,291.84999999999997,66.011,21.5721,0.7332,863.92,101325.0
2018-04-28 11:30:00,,825.5,288.75,0.0,62.35,1.8,17.749026864999998,0.6749026865000001,409.92,292.65,62.461,22.69965,0.8561,863.92,101325.0
2018-04-28 12:00:00,RUE,899.0,289.54999999999995,0.0,58.8,1.4,18.65803082,0.775803082,409.92,293.45,58.911,23.8272,0.979,863.92,101325.0
2018-04-28 12:30:00,,839.0,290.19999999999993,0.0,55.349999999999994,1.5499999999999998,19.458782265,0.8758782265,409.92,294.1,55.461,24.817950000000003,1.10875,863.92,101325.0
2018-04-28 13:00:00,RUE,779.0,290.84999999999997,0.0,51.9,1.7,20.25953371,0.975953371,409.92,294.75,52.011,25.8087,1.2385,863.92,101325.0
2018-04-28 13:30:00,,766.5,291.44999999999993,0.0,50.55,2.0,21.051458305,1.0401458305,409.92,295.35,50.661,26.7863,1.3229,863.92,101325.0
2018-04-28 14:00:00,RUE,754.0,292.04999999999995,0.0,49.2,2.3,21.8433829,1.10433829,409.92,295.95,49.311,27.7639,1.4073,863.92,101325.0
2018-04-28 14:30:00,,665.5,292.34999999999997,0.0,48.900000000000006,2.2,22.25927656,1.135927656,409.92,296.25,49.011,28.2765,1.4419499999999998,863.92,101325.0
2018-04-28 15:00:00,RUE,577.0,292.65,0.0,48.6,2.1,22.67517022,1.167517022,409.92,296.54999999999995,48.711,28.7891,1.4766,863.92,101325.0
2018-04-28 15:30:00,,427.5,291.9,0.0,52.25,2.5,21.66046499,1.041046499,409.92,295.79999999999995,52.361,27.53745,1.31645,863.92,101325.0
2018-04-28 16:00:00,RUE,278.0,291.15,0.0,55.9,2.9,20.64575976,0.914575976,409.92,295.04999999999995,56.011,26.2858,1.1563,863.92,101325.0
2018-04-28 16:30:00,,226.0,290.45,0.0,59.25,2.9,19.77135549,0.812135549,409.92,294.34999999999997,59.361,25.20445,1.0279,863.92,101325.0
2018-04-28 17:00:00,RUE,174.0,289.75,0.0,62.6,2.9,18.89695122,0.709695122,409.92,293.65,62.711,24.1231,0.8995,863.92,101325.0
2018-04-28 17:30:00,,117.5,289.04999999999995,0.0,65.05,2.75,18.088129865,0.6338129865,409.92,292.95,65.161,23.12035,0.80795,863.92,101325.0
2018-04-28 18:00:00,RUE,61.0,288.34999999999997,0.0,67.5,2.6,17.27930851,0.557930851,409.92,292.25,67.611,22.1176,0.7164,863.92,101325.0
2018-04-28 18:30:00,,34.5,287.9,0.0,69.1,2.5,16.792009094999997,0.5192009095,409.92,291.79999999999995,69.21100000000001,21.5122,0.6633,863.92,101325.0
2018-04-28 19:00:00,RUE,8.0,287.45,0.0,70.7,2.4,16.30470968,0.480470968,409.92,291.34999999999997,70.811,20.9068,0.6102,863.92,101325.0
2018-04-28 19:30:00,,4.5,287.25,0.0,69.75,2.2,16.09598793,0.489598793,409.92,291.15,69.861,20.6472,0.622,863.92,101325.0
2018-04-28 20:00:00,RUE,1.0,287.04999999999995,0.0,68.8,2.0,15.88726618,0.498726618,409.92,290.95,68.911,20.3876,0.6338,863.92,101325.0
2018-04-28 20:30:00,,1.0,286.65,0.0,67.65,2.25,15.4838427,0.50338427,409.92,290.54999999999995,67.761,19.8852,0.6405000000000001,863.92,101325.0
2018-04-28 21:00:00,RUE,1.0,286.25,0.0,66.5,2.5,15.08041922,0.508041922,409.92,290.15,66.611,19.3828,0.6472,863.92,101325.0
2018-04-28 21:30:00,,1.0,285.6,0.0,69.3,2.15,14.46314405,0.4463144049999999,409.92,289.5,69.411,18.61265,0.5715,863.92,101325.0
2018-04-28 22:00:00,RUE,1.0,284.95,0.0,72.1,1.8,13.84586888,0.384586888,409.92,288.84999999999997,72.211,17.8425,0.4958,863.92,101325.0
2018-04-28 22:30:00,,1.0,284.5,0.0,75.35,1.75,13.444962895,0.3294962895,409.92,288.4,75.461,17.341250000000002,0.42715,863.92,101325.0
2018-04-28 23:00:00,RUE,1.0,284.04999999999995,0.0,78.6,1.7,13.04405691,0.274405691,409.92,287.95,78.711,16.84,0.3585,863.92,101325.0
2018-04-28 23:30:00,,1.0,283.69999999999993,0.0,80.19999999999999,1.65,12.74649481,0.249649481,409.92,287.6,80.311,16.467399999999998,0.3248,863.92,101325.0
2018-04-29 00:00:00,RUE,1.0,283.34999999999997,0.0,81.8,1.6,12.44893271,0.224893271,409.92,287.25,81.911,16.0948,0.2911,863.92,101325.0
2018-04-29 00:30:00,,1.0,282.94999999999993,0.0,83.75,1.3,12.123534425,0.1973534425,409.92,286.85,83.861,15.68675,0.25395,863.92,101325.0
2018-04-29 01:00:00,RUE,1.0,282.54999999999995,0.0,85.7,1.0,11.79813614,0.169813614,409.92,286.45,85.811,15.2787,0.2168,863.92,101325.0
2018-04-29 01:30:00,,0.5,282.65,0.0,84.65,1.25,11.878050175,0.1828050175,409.92,286.54999999999995,84.761,15.37895,0.23445,863.92,101325.0
2018-04-29 02:00:00,RUE,0.0,282.75,0.0,83.6,1.5,11.95796421,0.195796421,409.92,286.65,83.711,15.4792,0.2521,863.92,101325.0
2018-04-29 02:30:00,,0.0,282.79999999999995,0.0,83.44999999999999,2.0,11.998277095,0.1998277095,409.92,286.7,83.561,15.5298,0.2552999999999999,863.92,101325.0
2018-04-29 03:00:00,RUE,0.0,282.84999999999997,0.0,83.3,2.5,12.03858998,0.203858998,409.92,286.75,83.411,15.5804,0.2585,863.92,101325.0
2018-04-29 03:30:00,,0.0,283.09999999999997,0.0,81.3,2.3,12.243761345,0.2343761345,409.92,287.0,81.411,15.837599999999998,0.29495,863.92,101325.0
2018-04-29 04:00:00,RUE,0.0,283.34999999999997,0.0,79.3,2.1,12.44893271,0.264893271,409.92,287.25,79.411,16.0948,0.3314,863.92,101325.0
2018-04-29 04:30:00,,6.5,283.54999999999995,0.0,77.4,2.9000000000000004,12.617471335,0.2867471335,409.92,287.45,77.511,16.3059,0.3671,863.92,101325.0
2018-04-29 05:00:00,RUE,13.0,283.75,0.0,75.5,3.7,12.78600996,0.308600996,409.92,287.65,75.611,16.517,0.4028,863.92,101325.0
2018-04-29 05:30:00,,71.0,284.04999999999995,0.0,74.75,4.25,13.046339865,0.3296339865,409.92,287.95,74.861,16.8428,0.4236499999999999,863.92,101325.0
2018-04-29 06:00:00,RUE,129.0,284.34999999999997,0.0,74.0,4.8,13.30666977,0.350666977,409.92,288.25,74.111,17.1686,0.4445,863.92,101325.0
2018-04-29 06:30:00,,215.0,285.0,0.0,71.65,5.55,13.90289165,0.400289165,409.92,288.9,71.761,17.9133,0.5076,863.92,101325.0
2018-04-29 07:00:00,RUE,301.0,285.65,0.0,69.3,6.3,14.49911353,0.449911353,409.92,289.54999999999995,69.411,18.658,0.5707,863.92,101325.0
2018-04-29 07:30:00,,407.0,286.5,0.0,66.65,5.699999999999999,15.349285215000002,0.5149285215,409.92,290.4,66.761,19.71695,0.65815,863.92,101325.0
2018-04-29 08:00:00,RUE,513.0,287.34999999999997,0.0,64.0,5.1,16.1994569,0.57994569,409.92,291.25,64.111,20.7759,0.7456,863.92,101325.0
2018-04-29 08:30:00,,588.5,288.34999999999997,0.0,61.95,4.15,17.31060911,0.661060911,409.92,292.25,62.06100000000001,22.1552,0.84335,863.92,101325.0
2018-04-29 09:00:00,RUE,664.0,289.34999999999997,0.0,59.9,3.2,18.42176132,0.742176132,409.92,293.25,60.011,23.5345,0.9411,863.92,101325.0
2018-04-29 09:30:00,,725.0,290.29999999999995,0.0,57.75,2.85,19.598843805,0.8298843805,409.92,294.2,57.861,24.99055,1.0562,863.92,101325.0
2018-04-29 10:00:00,RUE,786.0,291.25,0.0,55.6,2.5,20.77592629,0.917592629,409.92,295.15,55.711,26.4466,1.1713,863.92,101325.0
2018-04-29 10:30:00,,835.5,292.29999999999995,0.0,52.8,2.45,22.22820924,1.0528209240000002,409.92,296.2,52.911,28.23675,1.33465,863.92,101325.0
2018-04-29 11:00:00,RUE,885.0,293.34999999999997,0.0,50.0,2.4,23.68049219,1.188049219,409.92,297.25,50.111,30.0269,1.498,863.92,101325.0
2018-04-29 11:30:00,,915.0,294.19999999999993,0.0,47.05,2.45,24.983163245,1.3283163245,409.92,298.1,47.161,31.6274,1.6759,863.92,101325.0
2018-04-29 12:00:00,RUE,945.0,295.04999999999995,0.0,44.1,2.5,26.2858343,1.46858343,409.92,298.95,44.211,33.2279,1.8538,863.92,101325.0
2018-04-29 12:30:00,,885.5,295.44999999999993,0.0,42.6,3.1,26.94100504,1.549100504,409.92,299.35,42.711,34.0312,1.95085,863.92,101325.0
2018-04-29 13:00:00,RUE,826.0,295.84999999999997,0.0,41.1,3.7,27.59617578,1.629617578,409.92,299.75,41.211,34.8345,2.0479,863.92,101325.0
2018-04-29 13:30:00,,680.5,296.04999999999995,0.0,39.3,3.8,27.93432416,1.698432416,409.92,299.95,39.411,35.24865,2.13645,863.92,101325.0
2018-04-29 14:00:00,RUE,535.0,296.25,0.0,37.5,3.9,28.27247254,1.767247254,409.92,300.15,37.611,35.6628,2.225,863.92,101325.0
2018-04-29 14:30:00,,487.5,296.29999999999995,0.0,34.15,3.8,28.358131395,1.8658131395,409.92,300.2,34.260999999999996,35.7677,2.3517,863.92,101325.0
2018-04-29 15:00:00,RUE,440.0,296.34999999999997,0.0,30.8,3.7,28.44379025,1.964379025,409.92,300.25,30.911,35.8726,2.4784,863.92,101325.0
2018-04-29 15:30:00,,345.5,295.94999999999993,0.0,31.450000000000003,3.4000000000000004,27.771027445,1.9021027445,409.92,299.85,31.561,35.04845,2.3992,863.92,101325.0
2018-04-29 16:00:00,RUE,251.0,295.54999999999995,0.0,32.1,3.1,27.09826464,1.839826464,409.92,299.45,32.211,34.2243,2.32,863.92,101325.0
2018-04-29 16:30:00,,198.0,295.04999999999995,0.0,32.75,2.95,26.296512999999997,1.7696513,409.92,298.95,32.861000000000004,33.2406,2.23235,863.92,101325.0
2018-04-29 17:00:00,RUE,145.0,294.54999999999995,0.0,33.4,2.8,25.49476136,1.699476136,409.92,298.45,33.511,32.2569,2.1447,863.92,101325.0
2018-04-29 17:30:00,,113.5,294.09999999999997,0.0,33.5,3.0999999999999996,24.808948605,1.6508948605,409.92,298.0,33.611000000000004,31.41415,2.0856,863.92,101325.0
2018-04-29 18:00:00,RUE,82.0,293.65,0.0,33.6,3.4,24.12313585,1.602313585,409.92,297.54999999999995,33.711,30.5714,2.0265,863.92,101325.0
2018-04-29 18:30:00,,43.5,293.2,0.0,33.95,3.0,23.46979873,1.551979873,409.92,297.09999999999997,34.061,29.7673,1.9631,863.92,101325.0
2018-04-29 19:00:00,RUE,5.0,292.75,0.0,34.3,2.6,22.81646161,1.501646161,409.92,296.65,34.411,28.9632,1.8997,863.92,101325.0
2018-04-29 19:30:00,,3.5,292.04999999999995,0.0,36.4,2.45,21.86163612,1.396163612,409.92,295.95,36.511,27.7857,1.7666,863.92,101325.0
2018-04-29 20:00:00,RUE,2.0,291.34999999999997,0.0,38.5,2.3,20.90681063,1.290681063,409.92,295.25,38.611,26.6082,1.6335,863.92,101325.0
2018-04-29 20:30:00,,2.0,290.4,0.0,52.0,2.9,19.723188455,0.9723188455,409.92,294.29999999999995,52.111,25.14435,1.2239,863.92,101325.0
2018-04-29 21:00:00,RUE,2.0,289.45,0.0,65.5,3.5,18.53956628,0.653956628,409.92,293.34999999999997,65.611,23.6805,0.8143,863.92,101325.0
2018-04-29 21:30:00,,1.5,288.4,0.0,70.3,4.55,17.369511590000002,0.526951159,409.92,292.29999999999995,70.411,22.2282,0.66465,863.92,101325.0
2018-04-29 22:00:00,RUE,1.0,287.34999999999997,0.0,75.1,5.6,16.1994569,0.39994569,409.92,291.25,75.211,20.7759,0.515,863.92,101325.0
2018-04-29 22:30:00,,2.0,286.0,6.944444444444444e-05,78.6,5.4,14.886687075,0.3236687075,409.92,289.9,78.711,19.1393,0.4132,863.92,101325.0
2018-04-29 23:00:00,RUE,3.0,284.65,0.0001388888888888,82.1,5.2,13.57391725,0.247391725,409.92,288.54999999999995,82.211,17.5027,0.3114,863.92,101325.0
2018-04-29 23:30:00,,2.0,283.54999999999995,9.722222222222224e-05,83.44999999999999,4.85,12.64642316,0.214642316,409.92,287.44999999999993,83.561,16.341,0.2702,863.92,101325.0
2018-04-30 00:00:00,RUE,1.0,282.45,5.555555555555556e-05,84.8,4.5,11.71892907,0.181892907,409.92,286.34999999999997,84.911,15.1793,0.229,863.92,101325.0
2018-04-30 00:30:00,,1.0,282.1,6.944444444444444e-05,82.1,3.35,11.448192405,0.2048192405,409.92,286.0,82.211,14.8392,0.26305,863.92,101325.0
2018-04-30 01:00:00,RUE,1.0,281.75,8.333333333333333e-05,79.4,2.2,11.17745574,0.227745574,409.92,285.65,79.511,14.4991,0.2971,863.92,101325.0
2018-04-30 01:30:00,,1.0,281.0,9.722222222222224e-05,82.2,2.2,10.634082974999998,0.1884082975,409.92,284.9,82.311,13.8151,0.2463,863.92,101325.0
2018-04-30 02:00:00,RUE,1.0,280.25,0.0001111111111111,85.0,2.2,10.09071021,0.149071021,409.92,284.15,85.111,13.1311,0.1955,863.92,101325.0
2018-04-30 02:30:00,,0.5,280.15,0.0001388888888888,87.75,1.9,10.021897137,0.1221897134999999,409.92,284.04999999999995,87.861,13.0443,0.1586,863.92,101325.0
2018-04-30 03:00:00,RUE,0.0,280.04999999999995,0.0001666666666666,90.5,1.6,9.953084064,0.095308406,409.92,283.95,90.611,12.9575,0.1217,863.92,101325.0
2018-04-30 03:30:00,,0.0,280.04999999999995,0.000125,90.85,1.4,9.953084064,0.090308406,409.92,283.95,90.961,12.9575,0.11715,863.92,101325.0
2018-04-30 04:00:00,RUE,0.0,280.04999999999995,8.333333333333333e-05,91.2,1.2,9.953084064,0.085308406,409.92,283.95,91.311,12.9575,0.1126,863.92,101325.0
2018-04-30 04:30:00,,4.5,280.54999999999995,4.1666666666666665e-05,86.95,1.95,10.305603047,0.1355603045,409.92,284.45,87.061,13.4017,0.1753,863.92,101325.0
2018-04-30 05:00:00,RUE,9.0,281.04999999999995,0.0,82.7,2.7,10.65812203,0.185812203,409.92,284.95,82.811,13.8459,0.238,863.92,101325.0
2018-04-30 05:30:00,,47.0,281.5,0.0,79.4,2.35,10.993995345,0.2293995345,409.92,285.4,79.511,14.2683,0.2937499999999999,863.92,101325.0
2018-04-30 06:00:00,RUE,85.0,281.95,0.0,76.1,2.0,11.32986866,0.272986866,409.92,285.84999999999997,76.211,14.6907,0.3495,863.92,101325.0
2018-04-30 06:30:00,,127.0,282.29999999999995,0.0,75.1,1.85,11.60384119,0.290384119,409.92,286.19999999999993,75.211,15.0347,0.37305,863.92,101325.0
2018-04-30 07:00:00,RUE,169.0,282.65,0.0,74.1,1.7,11.87781372,0.307781372,409.92,286.54999999999995,74.211,15.3787,0.3966,863.92,101325.0
2018-04-30 07:30:00,,296.5,283.15,0.0,70.75,2.8999999999999995,12.28940546,0.358940546,409.92,287.04999999999995,70.86099999999999,15.89465,0.4649,863.92,101325.0
2018-04-30 08:00:00,RUE,424.0,283.65,0.0,67.4,4.1,12.7009972,0.41009972,409.92,287.54999999999995,67.511,16.4106,0.5332,863.92,101325.0
2018-04-30 08:30:00,,584.5,284.5,0.0,62.7,4.75,13.458453795,0.5058453795,409.92,288.4,62.81099999999999,17.357599999999998,0.65,863.92,101325.0
2018-04-30 09:00:00,RUE,745.0,285.34999999999997,0.0,58.0,5.4,14.21591039,0.601591039,409.92,289.25,58.111,18.3046,0.7668,863.92,101325.0
2018-04-30 09:30:00,,797.5,286.04999999999995,0.0,52.45,6.1,14.898138615,0.7148138614999999,409.92,289.95,52.561,19.1551,0.91345,863.92,101325.0
2018-04-30 10:00:00,RUE,850.0,286.75,0.0,46.9,6.8,15.58036684,0.828036684,409.92,290.65,47.011,20.0056,1.0601,863.92,101325.0
2018-04-30 10:30:00,,881.0,287.4,0.0,42.65,7.65,16.264641355000002,0.9364641355,409.92,291.29999999999995,42.761,20.8565,1.19745,863.92,101325.0
2018-04-30 11:00:00,RUE,912.0,288.04999999999995,0.0,38.4,8.5,16.94891587,1.044891587,409.92,291.95,38.511,21.7074,1.3348,863.92,101325.0
2018-04-30 11:30:00,,936.5,288.15,0.0,36.4,10.0,17.058735785,1.0858735785,409.92,292.04999999999995,36.511,21.84375,1.38715,863.92,101325.0
2018-04-30 12:00:00,RUE,961.0,288.25,0.0,34.4,11.5,17.1685557,1.12685557,409.92,292.15,34.511,21.9801,1.4395,863.92,101325.0
2018-04-30 12:30:00,,940.0,288.5,0.0,32.55,11.15,17.448582355,1.1798582355,409.92,292.4,32.661,22.32765,1.5042,863.92,101325.0
2018-04-30 13:00:00,RUE,919.0,288.75,0.0,30.7,10.8,17.72860901,1.232860901,409.92,292.65,30.811,22.6752,1.5689,863.92,101325.0
2018-04-30 13:30:00,,839.5,288.85,0.0,30.15,10.2,17.842842075,1.2492842075,409.92,292.75,30.261,22.81685,1.5913,863.92,101325.0
2018-04-30 14:00:00,RUE,760.0,288.95,0.0,29.6,9.6,17.95707514,1.265707514,409.92,292.84999999999997,29.711,22.9585,1.6137,863.92,101325.0
2018-04-30 14:30:00,,653.0,288.7,0.0,31.15,9.55,17.67388119,1.217388119,409.92,292.59999999999997,31.261,22.6072,1.55455,863.92,101325.0
2018-04-30 15:00:00,RUE,546.0,288.45,0.0,32.7,9.5,17.39068724,1.169068724,409.92,292.34999999999997,32.811,22.2559,1.4954,863.92,101325.0
2018-04-30 15:30:00,,545.0,288.4,0.0,31.3,9.75,17.334997875,1.1934997875,409.92,292.29999999999995,31.411,22.18675,1.5217,863.92,101325.0
2018-04-30 16:00:00,RUE,544.0,288.34999999999997,0.0,29.9,10.0,17.27930851,1.217930851,409.92,292.25,30.011,22.1176,1.548,863.92,101325.0
2018-04-30 16:30:00,,389.5,287.69999999999993,0.0,36.2,8.25,16.583287345,1.0683287345,409.92,291.6,36.311,21.2526,1.359,863.92,101325.0
2018-04-30 17:00:00,RUE,235.0,287.04999999999995,0.0,42.5,6.5,15.88726618,0.918726618,409.92,290.95,42.611,20.3876,1.17,863.92,101325.0
2018-04-30 17:30:00,,175.0,286.09999999999997,0.0,49.5,5.35,14.958542145,0.7658542145,409.92,290.0,49.611,19.22995,0.97705,863.92,101325.0
2018-04-30 18:00:00,RUE,115.0,285.15,0.0,56.5,4.2,14.02981811,0.612981811,409.92,289.04999999999995,56.611,18.0723,0.7841,863.92,101325.0
2018-04-30 18:30:00,,60.5,284.25,0.0,60.7,3.1500000000000004,13.23937541,0.523937541,409.92,288.15,60.81099999999999,17.08355,0.6736,863.92,101325.0
2018-04-30 19:00:00,RUE,6.0,283.34999999999997,0.0,64.9,2.1,12.44893271,0.434893271,409.92,287.25,65.011,16.0948,0.5631,863.92,101325.0
2018-04-30 19:30:00,,3.5,283.04999999999995,0.0,67.85,1.65,12.20344846,0.3953448459999999,409.92,286.95,67.961,15.787,0.5067,863.92,101325.0
2018-04-30 20:00:00,RUE,1.0,282.75,0.0,70.8,1.2,11.95796421,0.355796421,409.92,286.65,70.911,15.4792,0.4503,863.92,101325.0
2018-04-30 20:30:00,,1.0,282.4,0.0,72.05,1.45,11.682361395,0.3282361394999999,409.92,286.29999999999995,72.161,15.13325,0.4217499999999999,863.92,101325.0
2018-04-30 21:00:00,RUE,1.0,282.04999999999995,0.0,73.3,1.7,11.40675858,0.300675858,409.92,285.95,73.411,14.7873,0.3932,863.92,101325.0
2018-04-30 21:30:00,,1.0,281.9,4.1666666666666665e-05,74.35,1.75,11.29210716,0.289210716,409.92,285.79999999999995,74.461,14.6432,0.37415,863.92,101325.0
2018-04-30 22:00:00,RUE,1.0,281.75,8.333333333333333e-05,75.4,1.8,11.17745574,0.277745574,409.92,285.65,75.511,14.4991,0.3551,863.92,101325.0
2018-04-30 22:30:00,,0.5,281.45,8.333333333333333e-05,75.65,2.05,10.954221274999998,0.2704221275,409.92,285.34999999999997,75.761,14.21835,0.3447,863.92,101325.0
2018-04-30 23:00:00,RUE,0.0,281.15,8.333333333333333e-05,75.9,2.3,10.73098681,0.263098681,409.92,285.04999999999995,76.011,13.9376,0.3343,863.92,101325.0
2018-04-30 23:30:00,,0.0,280.84999999999997,4.1666666666666665e-05,78.55000000000001,1.5499999999999998,10.51563953,0.2265639529999999,409.92,284.835,78.65899999999999,13.7423,0.2937499999999999,863.92,101325.0
2018-05-01 00:00:00,RUE,0.0,280.54999999999995,0.0,81.2,0.8,10.30029225,0.190029225,409.92,284.62,81.307,13.547,0.2532,863.92,101325.0
2018-05-01 00:30:00,,0.0,280.44999999999993,1.388888888888889e-05,82.85,0.8500000000000001,10.230220965,0.1730220965,409.92,284.52,82.957,13.4578,0.2294999999999999,863.92,101325.0
2018-05-01 01:00:00,RUE,0.0,280.34999999999997,2.777777777777778e-05,84.5,0.9,10.16014968,0.156014968,409.92,284.41999999999996,84.607,13.3686,0.2058,863.92,101325.0
2018-05-01 01:30:00,,0.0,280.34999999999997,1.388888888888889e-05,82.2,1.0,10.16014968,0.181014968,409.92,284.41999999999996,82.307,13.3686,0.2365499999999999,863.92,101325.0
2018-05-01 02:00:00,RUE,0.0,280.34999999999997,0.0,79.9,1.1,10.16014968,0.206014968,409.92,284.41999999999996,80.007,13.3686,0.2673,863.92,101325.0
2018-05-01 02:30:00,,0.5,280.15,0.0,80.80000000000001,1.3,10.022521382,0.192252138,409.92,284.21999999999997,80.90700000000001,13.1933,0.25205,863.92,101325.0
2018-05-01 03:00:00,RUE,1.0,279.95,0.0,81.7,1.5,9.884893084,0.178489308,409.92,284.02,81.807,13.018,0.2368,863.92,101325.0
2018-05-01 03:30:00,,1.0,279.65,0.0,81.80000000000001,1.85,9.684607678,0.1734607675,409.92,283.71999999999997,81.90700000000001,12.7627,0.2309,863.92,101325.0
2018-05-01 04:00:00,RUE,1.0,279.34999999999997,0.0,81.9,2.2,9.484322272,0.168432227,409.92,283.41999999999996,82.007,12.5074,0.225,863.92,101325.0
2018-05-01 04:30:00,,2.5,279.19999999999993,8.333333333333333e-05,84.95,1.7000000000000002,9.386888509,0.143688851,409.92,283.27,85.057,12.38305,0.1854,863.92,101325.0
2018-05-01 05:00:00,RUE,4.0,279.04999999999995,0.0001666666666666,88.0,1.2,9.289454746,0.118945475,409.92,283.12,88.107,12.2587,0.1458,863.92,101325.0
2018-05-01 05:30:00,,19.0,279.0,0.0001388888888888,90.2,0.8,9.257371219,0.095737122,409.92,283.07,90.307,12.21775,0.1185,863.92,101325.0
2018-05-01 06:00:00,RUE,34.0,278.95,0.0001111111111111,92.4,0.4,9.225287692,0.072528769,409.92,283.02,92.507,12.1768,0.0912,863.92,101325.0
2018-05-01 06:30:00,,53.5,278.95,0.0001111111111111,92.9,0.8,9.225287692,0.062528769,409.92,283.02,93.007,12.1768,0.08515,863.92,101325.0
2018-05-01 07:00:00,RUE,73.0,278.95,0.0001111111111111,93.4,1.2,9.225287692,0.052528769,409.92,283.02,93.507,12.1768,0.0791,863.92,101325.0
2018-05-01 07:30:00,,117.0,279.0,9.722222222222224e-05,93.9,1.6,9.257371219,0.0512643845,409.92,283.07,94.007,12.21775,0.0732,863.92,101325.0
2018-05-01 08:00:00,RUE,161.0,279.04999999999995,8.333333333333333e-05,94.4,2.0,9.289454746,0.05,409.92,283.12,94.507,12.2587,0.0673,863.92,101325.0
2018-05-01 08:30:00,,169.5,279.0,6.944444444444444e-05,94.45,2.0,9.257371219,0.0512643845,409.92,283.07,94.557,12.21775,0.0665,863.92,101325.0
2018-05-01 09:00:00,RUE,178.0,278.95,5.555555555555556e-05,94.5,2.0,9.225287692,0.052528769,409.92,283.02,94.607,12.1768,0.0657,863.92,101325.0
2018-05-01 09:30:00,,345.5,279.6,2.777777777777778e-05,91.0,1.75,9.657998951,0.090799895,409.92,283.66999999999996,91.107,12.7285,0.11515,863.92,101325.0
2018-05-01 10:00:00,RUE,513.0,280.25,0.0,87.5,1.5,10.09071021,0.129071021,409.92,284.32,87.607,13.2802,0.1646,863.92,101325.0
2018-05-01 10:30:00,,446.0,280.4,0.0,86.6,2.15,10.19550123,0.139550123,409.92,284.47,86.707,13.4136,0.17845,863.92,101325.0
2018-05-01 11:00:00,RUE,379.0,280.54999999999995,0.0,85.7,2.8,10.30029225,0.150029225,409.92,284.62,85.807,13.547,0.1923,863.92,101325.0
2018-05-01 11:30:00,,372.5,281.0,0.0,83.2,1.85,10.62625566,0.182625566,409.92,285.07,83.307,13.9614,0.2340999999999999,863.92,101325.0
