datetime,J,J_sd,n_trees
2023-06-04T02:00:00Z,0.0014601065480815331,0.0021776807884159983,17
2023-06-04T02:30:00Z,0.001323422254538558,0.0021739540723086765,17
2023-06-04T03:00:00Z,0.0012780607750252904,0.00217958060815555,17
2023-06-04T03:30:00Z,0.0017938932764183114,0.0021612045559563455,17
2023-06-04T04:00:00Z,0.0031247692143741078,0.003120720999599513,17
2023-06-04T04:30:00Z,0.004682283938388659,0.00438466697913691,17
2023-06-04T05:00:00Z,0.006225822578905521,0.004881856314111186,17
2023-06-04T05:30:00Z,0.007995617648361266,0.005750299257391468,17
2023-06-04T06:00:00Z,0.009484594124852008,0.006811041875894479,17
2023-06-04T06:30:00Z,0.010771877315570229,0.008137884675060159,17
2023-06-04T07:00:00Z,0.011605945607538958,0.009543411424416894,17
2023-06-04T07:30:00Z,0.012691225326063347,0.010380233761250574,17
2023-06-04T08:00:00Z,0.013564662337941149,0.015585796152181638,17
2023-06-04T08:30:00Z,0.01411826173586675,0.019275084381606685,17
2023-06-04T09:00:00Z,0.014936266816383673,0.020203550748379224,17
2023-06-04T09:30:00Z,0.015141821528615105,0.020800998359658613,17
2023-06-04T10:00:00Z,0.015263482332997107,0.022209693573492815,17
2023-06-04T10:30:00Z,0.01541990336720255,0.023806569320631733,17
2023-06-04T11:00:00Z,0.015637154803598976,0.024298571622552775,17
2023-06-04T11:30:00Z,0.016059990967396843,0.025485125943758718,17
2023-06-04T12:00:00Z,0.016167405775949537,0.02492383344543442,17
2023-06-04T12:30:00Z,0.01591952544852018,0.02452045948188357,17
2023-06-04T13:00:00Z,0.015605543700442944,0.023001095076958137,17
2023-06-04T13:30:00Z,0.015448552826404383,0.021632991597904765,17
2023-06-04T14:00:00Z,0.01507673233526032,0.019598326467384408,17
2023-06-04T14:30:00Z,0.01506020698009836,0.01893956351219701,17
2023-06-04T15:00:00Z,0.014403324112410515,0.013113655537051728,17
2023-06-04T15:30:00Z,0.014035634960056958,0.011536008146337791,17
2023-06-04T16:00:00Z,0.015051788828512129,0.011200566970001947,17
2023-06-04T16:30:00Z,0.013193619104724082,0.009965333492746737,17
2023-06-04T17:00:00Z,0.012689595772284361,0.009194219683886742,17
2023-06-04T17:30:00Z,0.0112573658458469,0.00817225741158371,17
2023-06-04T18:00:00Z,0.009136991826617716,0.007047729291961238,17
2023-06-04T18:30:00Z,0.007242559301240829,0.005595680233059652,17
2023-06-04T19:00:00Z,0.0056870390166423755,0.0046841501941954,17
2023-06-04T19:30:00Z,0.004652922179395357,0.004078534450020734,17
2023-06-04T20:00:00Z,0.0039664076403826305,0.003695768641866473,17
2023-06-04T20:30:00Z,0.003375483733384336,0.003415750929717012,17
2023-06-04T21:00:00Z,0.003088711837341053,0.0032370877332514093,17
2023-06-04T21:30:00Z,0.0028453902285770485,0.0030581322187973985,17
2023-06-04T22:00:00Z,0.0025933785623571837,0.002957208331198134,17
2023-06-04T22:30:00Z,0.0024369575281517506,0.002870467652007981,17
2023-06-04T23:00:00Z,0.0023152967237697517,0.002736397917899905,17
2023-06-04T23:30:00Z,0.002150185632108462,0.002612597091445174,17
2023-06-05T00:00:00Z,0.0020850102011895286,0.002602942860744177,17
2023-06-05T00:30:00Z,0.002071975115005742,0.0025098555903257736,17
2023-06-05T01:00:00Z,0.001987074078747329,0.002502762287714182,17
2023-06-05T01:30:00Z,0.001941624253167887,0.00242491922989995,17
2023-06-05T02:00:00Z,0.001840032172299632,0.0024231893008502883,17
2023-06-05T02:30:00Z,0.0018108758105262926,0.0024310177793869588,17
2023-06-05T03:00:00Z,0.0017678231040507467,0.002408120124472106,17
2023-06-05T03:30:00Z,0.0022718464364904615,0.002426332763736006,17
2023-06-05T04:00:00Z,0.0037816520820619435,0.0037061383866684185,17
2023-06-05T04:30:00Z,0.0055663904395534215,0.004761288637510353,17
2023-06-05T05:00:00Z,0.007863414807065601,0.00590817991393875,17
2023-06-05T05:30:00Z,0.009498851562077786,0.0068828215647710675,17
2023-06-05T06:00:00Z,0.011109634869097324,0.008272319430303031,17
2023-06-05T06:30:00Z,0.012294777495206579,0.009476270307536791,17
2023-06-05T07:00:00Z,0.012725985555886776,0.010962604009772656,17
2023-06-05T07:30:00Z,0.014205019850467022,0.013736022483415338,17
2023-06-05T08:00:00Z,0.015035418947355416,0.01939690911580698,17
2023-06-05T08:30:00Z,0.015589845393086686,0.021994219843514757,17
2023-06-05T09:00:00Z,0.01576924352836181,0.023296610756483274,17
2023-06-05T09:30:00Z,0.01628721460087377,0.024648346470930484,17
2023-06-05T10:00:00Z,0.016473124846445784,0.021429535189486378,17
2023-06-05T10:30:00Z,0.01501287642149768,0.019430885002598288,17
2023-06-05T11:00:00Z,0.013856010616844019,0.02091392976453701,17
2023-06-05T11:30:00Z,0.013991656047753643,0.022150487125117333,17
2023-06-05T12:00:00Z,0.01442007588032741,0.0215344683508226,17
2023-06-05T12:30:00Z,0.017030855583161905,0.020318375913817393,17
2023-06-05T13:00:00Z,0.016956491484933053,0.019834391283701385,17
2023-06-05T13:30:00Z,0.01641528610337894,0.024154776314571223,17
2023-06-05T14:00:00Z,0.01605999096739679,0.021902303410733667,17
2023-06-05T14:30:00Z,0.01627482058450233,0.022130243111133555,17
2023-06-05T15:00:00Z,0.015316349985108722,0.01946819419927448,17
2023-06-05T15:30:00Z,0.014324828675391222,0.01380349394051655,17
2023-06-05T16:00:00Z,0.01389516944118031,0.011408476695541497,17
2023-06-05T16:30:00Z,0.01339522843769997,0.010731976339625733,17
2023-06-05T17:00:00Z,0.012849203160890273,0.009663072610550225,17
2023-06-05T17:30:00Z,0.011309506190582038,0.008371509043620554,17
2023-06-05T18:00:00Z,0.008824149758206862,0.006746872813341678,17
2023-06-05T18:30:00Z,0.006947097347741683,0.005623744920535643,17
2023-06-05T19:00:00Z,0.005504547810069372,0.004712036585472408,17
2023-06-05T19:30:00Z,0.004531261375013353,0.004154059749479765,17
2023-06-05T20:00:00Z,0.003949027525470919,0.0038641640688315848,17
2023-06-05T20:30:00Z,0.0035225798714889935,0.0036051195535141767,17
2023-06-05T21:00:00Z,0.003253822929002337,0.003451314324228122,17
2023-06-05T21:30:00Z,0.0029757410904148987,0.003293324394973378,17
2023-06-05T22:00:00Z,0.002880150458400468,0.0031548912743245322,17
2023-06-05T22:30:00Z,0.0027411095391067517,0.0031433453233092492,17
2023-06-05T23:00:00Z,0.002741109539106756,0.0031245827969829214,17
2023-06-05T23:30:00Z,0.002628138792180613,0.003077670158264735,17
2023-06-06T00:00:00Z,0.0025412382176220427,0.0030058609434162453,17
2023-06-06T00:30:00Z,0.002454337643063468,0.002943530598439283,17
2023-06-06T01:00:00Z,0.0023500569535931807,0.0029006265077813915,17
2023-06-06T01:30:00Z,0.0024369575281517554,0.00286645491863852,17
2023-06-06T02:00:00Z,0.0023239867812256073,0.0028266293482341344,17
2023-06-06T02:30:00Z,0.0024021972983283217,0.0027962380422629778,17
2023-06-06T03:00:00Z,0.0023239867812256017,0.002827103366328473,17
2023-06-06T03:30:00Z,0.00247171775797518,0.0027082695741283414,17
2023-06-06T04:00:00Z,0.0030974018947969033,0.0034229293665251153,17
2023-06-06T04:30:00Z,0.004088068444764641,0.003991410687902265,17
2023-06-06T05:00:00Z,0.006529974589860534,0.005267077912211148,17
2023-06-06T05:30:00Z,0.007407670392902118,0.005928199082094278,17
2023-06-06T06:00:00Z,0.009135867154536374,0.007359321778732449,17
2023-06-06T06:30:00Z,0.010483950732275597,0.008477888866671097,17
2023-06-06T07:00:00Z,0.012899786705003923,0.01249504816965247,17
2023-06-06T07:30:00Z,0.013919957473923248,0.013170403326925345,17
2023-06-06T08:00:00Z,0.01377971408661944,0.018325999883183775,17
2023-06-06T08:30:00Z,0.014291777965067306,0.018743194172296203,17
2023-06-06T09:00:00Z,0.015101520368003232,0.019682115148934743,17
2023-06-06T09:30:00Z,0.01496931752670759,0.01918485172359644,17
2023-06-06T10:00:00Z,0.011790754162766854,0.009270161490763377,17
2023-06-06T10:30:00Z,0.010327529698070168,0.007497041152758953,17
2023-06-06T11:00:00Z,0.01160496814408119,0.009076762310394606,17
2023-06-06T11:30:00Z,0.013210419882472069,0.010999107743405925,17
2023-06-06T12:00:00Z,0.015217197854136952,0.020915132484306587,17
2023-06-06T12:30:00Z,0.016117829710463685,0.019751216614573328,17
2023-06-06T13:00:00Z,0.016460730830074297,0.023997909543538976,17
2023-06-06T13:30:00Z,0.014465294194267864,0.019074890657177605,17
2023-06-06T14:00:00Z,0.014820589330249968,0.018242809201378243,17
2023-06-06T14:30:00Z,0.015275036597203839,0.01929238205890553,17
2023-06-06T15:00:00Z,0.014845377362992903,0.0176910703831043,17
2023-06-06T15:30:00Z,0.01362250108100801,0.013143987266064854,17
2023-06-06T16:00:00Z,0.013160017549228104,0.010412189610301834,17
2023-06-06T16:30:00Z,0.01241238293944251,0.01000336138708947,17
2023-06-06T17:00:00Z,0.009293412860823152,0.006992571123063308,17
2023-06-06T17:30:00Z,0.00615630211925867,0.00512566482747112,17
2023-06-06T18:00:00Z,0.004677023354919391,0.004177231394892482,17
2023-06-06T18:30:00Z,0.0037902769111250283,0.0035571594525830295,17
2023-06-06T19:00:00Z,0.0031377653770121913,0.003203834063728891,17
2023-06-06T19:30:00Z,0.0027194887525808903,0.0029491208483755594,17
2023-06-06T20:00:00Z,0.0024015985180130886,0.0027863784413207113,17
2023-06-06T20:30:00Z,0.0021241154597408884,0.002568704806792743,17
2023-06-06T21:00:00Z,0.001966590828604539,0.0025217757422126173,17
2023-06-06T21:30:00Z,0.001837343563697605,0.0024409340826326217,17
2023-06-06T22:00:00Z,0.0017504429891390294,0.002375298695105167,17
2023-06-06T22:30:00Z,0.001620092127301169,0.0022971147542212075,17
2023-06-06T23:00:00Z,0.0014636710930957353,0.0022392805492753385,17
2023-06-06T23:30:00Z,0.001402840690904735,0.002181792831126576,17
2023-06-07T00:00:00Z,0.0013941506334488778,0.0021684964637988325,17
2023-06-07T00:30:00Z,0.0012724898290668752,0.002096365061442147,17
2023-06-07T01:00:00Z,0.0011269385825705299,0.0020385439732821917,17
2023-06-07T01:30:00Z,0.001032968130759734,0.0020663509504762452,17
2023-06-07T02:00:00Z,9.971297372720024e-4,0.0019968956500580606,17
2023-06-07T02:30:00Z,8.731895735573164e-4,0.001980659036131264,17
2023-06-07T03:00:00Z,7.823001201665471e-4,0.0018299024046666429,17
2023-06-07T03:30:00Z,6.831479891947982e-4,0.0018189544370459752,17
2023-06-07T04:00:00Z,6.831479891947982e-4,0.001821244987237992,17
2023-06-07T04:30:00Z,6.641858071568655e-4,0.0018147162368773236,17
2023-06-07T05:00:00Z,8.070881529094838e-4,0.00199635819146399,17
2023-06-07T05:30:00Z,0.0010219177700149396,0.0020047609184941687,17
2023-06-07T06:00:00Z,0.002117899710757104,0.0020452715172678436,17
2023-06-07T06:30:00Z,0.0028244031632842807,0.0023449377441800688,17
2023-06-07T07:00:00Z,0.003334954382976167,0.0027112105163695885,17
2023-06-07T07:30:00Z,0.0036037668269440146,0.0029164381132825257,17
2023-06-07T08:00:00Z,0.0028533372723989025,0.0024855402012760133,17
2023-06-07T08:30:00Z,0.003553364493700045,0.0028259012082969795,17
2023-06-07T09:00:00Z,0.007272974502336327,0.0061114907812338595,17
2023-06-07T09:30:00Z,0.009901716882733162,0.009771113368131875,17
2023-06-07T10:00:00Z,0.01258694463659306,0.01426481792535095,17
2023-06-07T10:30:00Z,0.014192625834095567,0.01821406488709853,17
2023-06-07T11:00:00Z,0.015027156269774418,0.021042160466146424,17
2023-06-07T11:30:00Z,0.013890851381265694,0.019892696062835495,17
2023-06-07T12:00:00Z,0.016530963589512622,0.019612211892669696,17
2023-06-07T12:30:00Z,0.016770581239361038,0.01944878314874642,17
2023-06-07T13:00:00Z,0.01454608171343734,0.020500430796389316,17
2023-06-07T13:30:00Z,0.01652270091193158,0.01870627965200861,17
2023-06-07T14:00:00Z,0.016485518862817197,0.022621492899401522,17
2023-06-07T14:30:00Z,0.01627482058450233,0.021242533170280777,17
2023-06-07T15:00:00Z,0.015828635995129434,0.0190835192908836,17
2023-06-07T15:30:00Z,0.01567164512109076,0.018325919093700356,17
2023-06-07T16:00:00Z,0.014498344904591792,0.011826296275050836,17
2023-06-07T16:30:00Z,0.01360597572584605,0.010783475581656637,17
2023-06-07T17:00:00Z,0.012420783328316505,0.008964194131391974,17
2023-06-07T17:30:00Z,0.010110278261673733,0.007497218162535941,17
2023-06-07T18:00:00Z,0.00818977556392927,0.006396450466865853,17
2023-06-07T18:30:00Z,0.006269272866184813,0.005092676858951183,17
2023-06-07T19:00:00Z,0.004896243788159361,0.004261614825461664,17
2023-06-07T19:30:00Z,0.003957717582926776,0.0037154177834323723,17
2023-06-07T20:00:00Z,0.0033928638482960535,0.0033774763978999564,17
2023-06-07T20:30:00Z,0.0029583609755031866,0.0031254056349201273,17
2023-06-07T21:00:00Z,0.002662899022004047,0.0029862233081989088,17
2023-06-07T21:30:00Z,0.0024021972983283217,0.0028609460927679566,17
2023-06-07T22:00:00Z,0.002263156379034605,0.002712684973856674,17
2023-06-07T22:30:00Z,0.0020719751150057473,0.002659307015983575,17
2023-06-07T23:00:00Z,0.001863413736065173,0.00247598106814394,17
2023-06-07T23:30:00Z,0.0016461622996687371,0.0023692082680941873,17
2023-06-08T00:00:00Z,0.0015766418400218803,0.002254278975676119,17
2023-06-08T00:30:00Z,0.001550571667654309,0.0022280172396033347,17
2023-06-08T01:00:00Z,0.00142022080581645,0.0021614174674816316,17
2023-06-08T01:30:00Z,0.0012985600014344474,0.002141747151690258,17
2023-06-08T02:00:00Z,0.0011867379609955815,0.002043287421364028,17
2023-06-08T02:30:00Z,0.0012465373394206336,0.0020354853504157664,17
2023-06-08T03:00:00Z,0.0011098530458776576,0.0020506400473943964,17
2023-06-08T03:30:00Z,0.001176899197052445,0.002036254430930863,17
2023-06-08T04:00:00Z,0.0013072500588903043,0.0021419262936166906,17
2023-06-08T04:30:00Z,0.0016126125504675357,0.0022002766329501985,17
2023-06-08T05:00:00Z,0.002287862196493615,0.0022661056959826092,17
2023-06-08T05:30:00Z,0.003276151660858197,0.00269283439948916,17
2023-06-08T06:00:00Z,0.005417662243095799,0.004415822207185871,17
2023-06-08T06:30:00Z,0.0065413863941089475,0.005698701008689977,17
2023-06-08T07:00:00Z,0.00923501928550813,0.0059016782303267625,17
2023-06-08T07:30:00Z,0.012534804291857915,0.010802399230822617,17
2023-06-08T08:00:00Z,0.013159791136473179,0.012630445552979264,17
2023-06-08T08:30:00Z,0.013424196819064505,0.012110642674859883,17
2023-06-08T09:00:00Z,0.011987330672138904,0.009373927980120723,17
2023-06-08T09:30:00Z,0.013143265781311218,0.011599519963254798,17
2023-06-08T10:00:00Z,0.014547920970077639,0.014629670240421631,17
2023-06-08T10:30:00Z,0.015258511242041846,0.020807277308687852,17
2023-06-08T11:00:00Z,0.016448336813702884,0.022213216143938796,17
2023-06-08T11:30:00Z,0.0165061755567697,0.0205868416156065,17
2023-06-08T12:00:00Z,0.014126062269737564,0.02067217085625902,17
2023-06-08T12:30:00Z,0.014294070047217472,0.02036304123450229,17
2023-06-08T13:00:00Z,0.01646486216886484,0.021346544731768568,17
2023-06-08T13:30:00Z,0.01648138752402672,0.023740847873546567,17
2023-06-08T14:00:00Z,0.016415286103378945,0.023322795885049635,17
2023-06-08T14:30:00Z,0.016068253644977836,0.020777283887824027,17
2023-06-08T15:00:00Z,0.016336790666359645,0.020438518663867165,17
2023-06-08T15:30:00Z,0.01551465424705222,0.017125355630400352,17
2023-06-08T16:00:00Z,0.014490082227010807,0.011491277243223208,17
2023-06-08T16:30:00Z,0.014481819549429818,0.01121506000621105,17
2023-06-08T17:00:00Z,0.013746441244722685,0.010502104239171186,17
2023-06-08T17:30:00Z,0.012563589939174427,0.009503208978297907,17
2023-06-08T18:00:00Z,0.010510020904643175,0.007612491903783274,17
2023-06-08T18:30:00Z,0.008294056253399563,0.006411809831419762,17
2023-06-08T19:00:00Z,0.006486524302581249,0.0052342154321152615,17
2023-06-08T19:30:00Z,0.005209085856570223,0.004592737357156241,17
2023-06-08T20:00:00Z,0.004305319881161066,0.004085135774175709,17
2023-06-08T20:30:00Z,0.0036647939237956354,0.003725740252789966,17
2023-06-08T21:00:00Z,0.003210372641723047,0.0034675394847164956,17
2023-06-08T21:30:00Z,0.0028801504584004727,0.0032070419590557323,17
2023-06-08T22:00:00Z,0.0025499282750778987,0.0029897994666552,17
2023-06-08T22:30:00Z,0.0023007026883185232,0.0028355155915876576,17
2023-06-08T23:00:00Z,0.0020920738159339266,0.002727545759199988,17
2023-06-08T23:30:00Z,0.0020277211216860077,0.0027005403323413393,17
2023-06-09T00:00:00Z,0.002002454655358889,0.0026776513962516583,17
2023-06-09T00:30:00Z,0.001872103793521034,0.0025973017304805794,17
2023-06-09T01:00:00Z,0.001905779992869957,0.002562662187106162,17
2023-06-09T01:30:00Z,0.0017938932764183142,0.0024734937991547344,17
2023-06-09T02:00:00Z,0.0016548523571245932,0.0023775069091702874,17
2023-06-09T02:30:00Z,0.0016027120123894517,0.002331613177593409,17
2023-06-09T03:00:00Z,0.001489741265463308,0.002294676985321868,17
2023-06-09T03:30:00Z,0.0016461622996687387,0.002275880767314759,17
2023-06-09T04:00:00Z,0.0026166145431439,0.0027176875312124914,17
2023-06-09T04:30:00Z,0.003949104036525622,0.0033860031576746757,17
2023-06-09T05:00:00Z,0.005218924620513362,0.004123007919270946,17
2023-06-09T05:30:00Z,0.007320769818343548,0.005125883209348098,17
2023-06-09T06:00:00Z,0.00932817309064658,0.0069400626437414676,17
2023-06-09T06:30:00Z,0.01046657061736388,0.008312608763142168,17
2023-06-09T07:00:00Z,0.011943880384859624,0.009930582780457779,17
2023-06-09T07:30:00Z,0.013172241951045261,0.012126930343750175,17
2023-06-09T08:00:00Z,0.01476119686348235,0.018998088289005555,17
2023-06-09T08:30:00Z,0.01601698381040844,0.022602299212984085,17
2023-06-09T09:00:00Z,0.01653509492830315,0.017487584536292625,17
2023-06-09T09:30:00Z,0.014268868880595484,0.018556744715857058,17
2023-06-09T10:00:00Z,0.014268868880595484,0.01976577459328059,17
2023-06-09T10:30:00Z,0.015197363033820696,0.02142105827591204,17
2023-06-09T11:00:00Z,0.015311174754049032,0.022541647128740076,17
2023-06-09T11:30:00Z,0.01497786900195179,0.02356695580030616,17
2023-06-09T12:00:00Z,0.01484009532402718,0.022143516088696094,17
2023-06-09T12:30:00Z,0.014981900220374827,0.021060424218353017,17
2023-06-09T13:00:00Z,0.014890497657271152,0.020526819869029045,17
2023-06-09T13:30:00Z,0.016770581239361038,0.025074593366828952,17
2023-06-09T14:00:00Z,0.016630115720484378,0.02445240970615077,17
2023-06-09T14:30:00Z,0.016559882961046046,0.02306425711259621,17
2023-06-09T15:00:00Z,0.01647312484644573,0.021101755945909455,17
