id,dts,dts_input,verbose,max_psi_leaf_change_per_hour,minimum_psi_leaf_multiplier,conductivity_fraction_type,anet_max,sw_rad_max,root_area_index,canopy_height,stem_flow_type,n_stem_segments,eta_LS,stem_hydraulic_capacitance,k_xylem_sat,huber_value,psi50_xylem,psi88_xylem,sustain_xylem_damage,permanent_xylem_fraction_threshold,leaf_hydraulic_capacitance,leaf_area_index,psi_leaf_50_close,d_50_close,g0,g1,g_bark,soil_depths,jackson_root_beta,soil_water_model_type,k_soil_sats,psi_soil_sats,sand_fracs,clay_fracs,organic_matter_fracs,theta_r,theta_s,camp_b,pore_size_ind,tree_density,sigma_log_likelyhood,soil_profile_index,wcont_sigma_deviation,solver_precision
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-1.0599999999999996,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-1.0499999999999996,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-1.0399999999999996,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-1.0299999999999996,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-1.0199999999999996,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-1.0099999999999996,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.9999999999999996,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.9899999999999995,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.9799999999999995,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.9699999999999995,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.9599999999999995,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.9499999999999995,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.9399999999999995,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.9299999999999995,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.9199999999999995,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.9099999999999995,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.8999999999999995,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.8899999999999995,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.8799999999999994,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.8699999999999994,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.8599999999999994,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.8499999999999994,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.8399999999999994,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.8299999999999994,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.8199999999999994,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.8099999999999994,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.7999999999999994,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.7899999999999994,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.7799999999999994,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.7699999999999994,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.7599999999999993,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.7499999999999993,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.7399999999999993,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.7299999999999993,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.7199999999999993,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.7099999999999993,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.6999999999999993,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.6899999999999993,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.6799999999999993,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.6699999999999993,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.6599999999999993,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.6499999999999992,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.6399999999999992,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.6299999999999992,1e-10
-1,1800.0,1800,False,1.0,4.0,Weibull,2.5,1040,4.5,35,Linear,10,1.0,8333.333333333334,277.77777777777777,0.0003333333333333333,-3.5,-5.5,False,0.12,0.5555555555555556,4.8,-2.1,2.0,0.005,1.5,0.005,0.1;0.3;0.4,0.96,VanGenuchten,4.62962963e-08;4.62962963e-08;4.62962963e-08,-0.05;-0.05;-0.05,0.03;0.03;0.03,0.4;0.4;0.4,0.05;0.05;0.05,0.05;0.05;0.05,0.55;0.55;0.55,8.4;8.4;8.4,0.6;0.6;0.6,0.0034,1.0,2,-0.6199999999999992,1e-10
